༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ 83
དང་ །_ འཕགས་ པའི་ བདེན་ པ་ དང་ །_ 88
དང་ །_ འཕགས་ པའི་ བདེན་ པ་ རྣམས་ དང་ 82
དང་ །_ འཕགས་ པའི་ བདེན་ པ་ བཞི་ དང་ 102
དང་ །_ དབུས་ གང་ ཡིན་ པ་ དེ་ ཐམས་ 104
དང་ །_ སངས་ རྒྱས་ དང་ །_ ཆོས་ དང་ 44
དང་ །_ སངས་ རྒྱས་ དང་ བྱང་ ཆུབ་ སེམས་ 49
དང་ །_ སངས་ རྒྱས་ ཀྱི་ ཆོས་ ཐམས་ ཅད་ 166
དང་ །_ སངས་ རྒྱས་ ཀྱི་ ཆོས་ མ་ འདྲེས་ 1140
དང་ །_ སངས་ རྒྱས་ ཀྱི་ ཞིང་ ཐམས་ ཅད་ 52
དང་ །_ སངས་ རྒྱས་ ཀྱི་ ཞིང་ གི་ ཡོན་ 45
དང་ །_ སངས་ རྒྱས་ ཀྱི་ ཞིང་ ཡོངས་ སུ་ 99
དང་ །_ སངས་ རྒྱས་ བཅོམ་ ལྡན་ འདས་ རྣམས་ 138
དང་ །_ སངས་ རྒྱས་ བཅོམ་ ལྡན་ འདས་ དེ་ 115
དང་ །_ རྒྱས་ པ་ དང་ །_ བདེ་ བ་ 105
དང་ །_ གང་ ཟག་ ཕ་ རོལ་ གྱི་ སེམས་ 44
དང་ །_ ཆེན་ པོ་ སྟོང་ པ་ ཉིད་ དང་ 225
དང་ །_ སྙིང་ པོ་ མ་ མཆིས་ པ་ ཉིད་ 112
དང་ །_ སྙིང་ རྗེ་ དང་ །_ དགའ་ བ་ 97
དང་ །_ སྙིང་ རྗེ་ ཆེན་ པོ་ དང་ །_ 425
དང་ །_ འདི་ སྐད་ དུ་ ཚུར་ རིགས་ ཀྱི་ 57
དང་ །_ རྒྱལ་ པོ་ ཆེན་ པོ་ བཞི་ དང་ 65
དང་ །_ རྒྱལ་ ཆེན་ བཞིའི་ རིས་ ཀྱི་ ལྷ་ 43
དང་ །_ རྒྱལ་ མཚན་ དང་ །_ བ་ དན་ 556
དང་ །_ ཀུན་ འབྱུང་ བ་ དང་ །_ འགོག་ 53
དང་ །_ ཀུན་ ཆུབ་ པར་ བྱེད་ པ་ དང་ 200
དང་ །_ ཀུན་ ཆུབ་ པར་ བགྱིད་ པ་ དང་ 72
དང་ །_ ཀུན་ ནས་ ཉོན་ མོངས་ པ་ དང་ 79
དང་ །_ ཀུན་ ནས་ ཉོན་ མོངས་ པ་ མེད་ 120
དང་ །_ ཀུན་ ནས་ ཉོན་ མོངས་ པ་ མྱེད་ 203
དང་ །_ ཀུན་ སྣང་ དང་ བ་ དང་ །_ 49
དང་ །_ དགེ་ བ་ དང་ །_ ཆུང་ དགེ་ 44
དང་ །_ དགེ་ བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ 42
དང་ །_ དགེ་ བའི་ རྩ་ བ་ ཐམས་ ཅད་ 79
དང་ །_ དགེ་ རྒྱས་ དང་ །_ ཆེ་ བ་ 43
དང་ །_ དགེ་ སློང་ དང་ །_ དགེ་ སློང་ 67
དང་ །_ དགེ་ སློང་ གི་ དགེ་ འདུན་ ལ་ 81
དང་ །_ དགེ་ སློང་ དེ་ དག་ དང་ །_ 63
དང་ །_ དགེ་ སློང་ མ་ དང་ །_ དགེ་ 261
དང་ །_ དགེ་ སློང་ མ་ སུན་ ཕྱུང་ བ་ 85
དང་ །_ དགེ་ སློང་ དེས་ ཀྱང་ མཐའ་ འཁོབ་ 45
དང་ །_ དགེ་ སློང་ དེས་ ཀྱང་ འཕགས་ པའི་ 40
དང་ །_ དགེ་ ཚུལ་ དང་ །_ དགེ་ ཚུལ་ 83
དང་ །_ དགེ་ ཚུལ་ མ་ དང་ །_ དགེ་ 131
དང་ །_ དགེ་ སྦྱོང་ དང་ །_ བྲམ་ ཟེ་ 98
དང་ །_ དགེ་ སྦྱོང་ དང་ བྲམ་ ཟེར་ བཅས་ 48
དང་ །_ དགེ་ བསྙེན་ དང་ །_ དགེ་ བསྙེན་ 237
དང་ །_ དགེ་ སློབ་ མ་ དང་ །_ དགེ་ 101
དང་ །_ ཚོང་ དཔོན་ རྣམས་ དང་ །_ དེད་ 100
དང་ །_ ཚུལ་ ཁྲིམས་ དང་ །_ བཟོད་ པ་ 104
དང་ །_ ཚུལ་ ཁྲིམས་ ཀྱི་ ཕ་ རོལ་ དུ་ 147
དང་ །_ ཚུལ་ ཁྲིམས་ ཀྱི་ ཕ་ རོལ་ ཏུ་ 404
དང་ །_ ཚུལ་ དེ་ དག་ དང་ །_ མཚན་ 46
དང་ །_ ཚུལ་ བཞིན་ དུ་ ཡིད་ ལ་ བྱེད་ 216
དང་ །_ ཚུལ་ བཞིན་ དུ་ ཡིད་ ལ་ བྱ་ 41
དང་ །_ ཚུལ་ བཞིན་ དུ་ ཡིད་ ལ་ བགྱིད་ 84
དང་ །_ སྨན་ ཟོང་ རྣམས་ བརྙེས་ པ །_ 89
དང་ །_ རྣམ་ པ་ ཐམས་ ཅད་ མཁྱེན་ པ་ 2795
དང་ །_ རྣམ་ པར་ ཐར་ པའི་ སྒོ་ གསུམ་ 93
དང་ །_ རྣམ་ པར་ ཐར་ པའི་ སྒོ་ སྟོང་ 294
དང་ །_ རྣམ་ པར་ ཐར་ པ་ དང་ །_ 293
དང་ །_ རྣམ་ པར་ ཐར་ པ་ རྣམས་ དང་ 52
དང་ །_ རྣམ་ པར་ ཐར་ པ་ བརྒྱད་ དང་ 320
དང་ །_ རྣམ་ པར་ གྲོལ་ བ་ དང་ །_ 113
དང་ །_ རྣམ་ པར་ གྲོལ་ བའི་ ཕུང་ པོ་ 70
དང་ །_ རྣམ་ པར་ གྲོལ་ བའི་ ཡེ་ ཤེས་ 197
དང་ །_ རྣམ་ པར་ ཤེས་ པའི་ དེ་ བཞིན་ 60
དང་ །_ རྣམ་ པར་ ཤེས་ པ་ དང་ །_ 126
དང་ །_ རྣམ་ པར་ ཤེས་ པ་ རྣམ་ པར་ 128
དང་ །_ རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ 83
དང་ །_ རྣམ་ པར་ བྱང་ བ་ དང་ །_ 60
དང་ །_ རྣམ་ པར་ བྱང་ བ་ མེད་ པའི་ 41
དང་ །_ རྣམ་ པར་ བྱང་ བ་ མེད་ པ་ 163
དང་ །_ རྣམ་ པར་ བྱང་ བ་ མྱེད་ པའི་ 108
དང་ །_ རྣམ་ པར་ བྱང་ བ་ མྱེད་ པ་ 115
དང་ །_ རྣམ་ པར་ རྟོག་ པ་ དང་ །_ 55
དང་ །_ རྣམ་ པར་ འཐོར་ བ་ དང་ །_ 55
དང་ །_ རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ 91
དང་ །_ གཉིས་ སུ་ བྱར་ མྱེད་ པ་ གང་ 107
དང་ །_ གཞོན་ ནུ་ དང་ །_ བློན་ པོ་ 59
དང་ །_ ཆུ་ དང་ །_ མེ་ དང་ །_ 52
དང་ །_ ཡི་ དགས་ དང་ །_ དུད་ འགྲོ་ 70
དང་ །_ ཡི་ དགས་ དང་ །_ དུད་ འགྲོའི་ 61
དང་ །_ ཡི་ དགས་ དང་ །_ ཤ་ ཟ་ 88
དང་ །_ ཡི་ དགས་ ངན་ སོང་ དང་ །_ 80
དང་ །_ ཡི་ གེར་ འདྲི་ བ་ དང་ །_ 48
དང་ །_ གྲོང་ དང་ །_ གྲོང་ ཁྱེར་ དང་ 46
དང་ །_ གྲོང་ རྡལ་ དང་ །_ ཡུལ་ འཁོར་ 60
དང་ །_ གྲོང་ རྡལ་ དང་ །_ ལྗོངས་ དང་ 84
དང་ །_ གྲོང་ ཁྱེར་ དང་ །_ གྲོང་ རྡལ་ 188
དང་ །_ མྱ་ ངན་ དང་ །_ སྨྲེ་ སྔགས་ 307
དང་ །_ མྱ་ ངན་ ལས་ འདས་ པ་ ལ་ 47
དང་ །_ ངན་ འགྲོ་ དང་ །_ ལོག་ པར་ 86
དང་ །_ རང་ གི་ མཚན་ ཉིད་ སྟོང་ པ་ 319
དང་ །_ རང་ སངས་ རྒྱས་ དང་ །_ བྱང་ 140
དང་ །_ རང་ སངས་ རྒྱས་ དང་ ལྡན་ པའི་ 98
དང་ །_ རང་ སངས་ རྒྱས་ ཐམས་ ཅད་ དང་ 87
དང་ །_ རང་ སངས་ རྒྱས་ ཐམས་ ཅད་ ཀྱི་ 142
དང་ །_ རང་ སངས་ རྒྱས་ ཐམས་ ཅད་ ཀྱིས་ 80
དང་ །_ རང་ སངས་ རྒྱས་ ཀྱི་ ས་ ལས་ 47
དང་ །_ རང་ སངས་ རྒྱས་ ཀྱི་ ཐེག་ པ་ 264
དང་ །_ རང་ སངས་ རྒྱས་ རྣམས་ དང་ །_ 77
དང་ །_ རང་ བཞིན་ སྟོང་ པ་ ཉིད་ དང་ 198
དང་ །_ ཡང་ དག་ པའི་ མཐའ་ དང་ །_ 187
དང་ །_ ཡང་ དག་ པའི་ ལས་ ཀྱི་ མཐའ་ 44
དང་ །_ ཡང་ དག་ པའི་ དྲན་ པ་ དང་ 42
དང་ །_ ཡང་ དག་ པའི་ ཏིང་ ངེ་ འཛིན་ 48
དང་ །_ ཡང་ དག་ པར་ བསྟན་ པ་ བྱས་ 76
དང་ །_ ཡང་ དག་ པར་ རྫོགས་ པའི་ སངས་ 90
དང་ །_ ཡང་ དག་ པར་ སྤོང་ བ་ དང་ 100
དང་ །_ ཡང་ དག་ པར་ སྤོང་ བ་ རྣམས་ 130
དང་ །_ ཡང་ དག་ པར་ སྤོང་ བ་ བཞི་ 157
དང་ །_ ཡང་ དག་ པར་ ཁོང་ དུ་ ཆུད་ 59
དང་ །_ ན་ བ་ དང་ །_ འཆི་ བ་ 295
དང་ །_ ན་ བའི་ གསོས་ སྨན་ དང་ །_ 99
དང་ །_ ན་ བཟའ་ དང་ །_ གདུགས་ དང་ 179
དང་ །_ རབ་ ཏུ་ ཚ་ བ་ དང་ །_ 45
དང་ །_ མི་ དང་ །_ མི་ མ་ ཡིན་ 124
དང་ །_ མི་ དང་ །_ ལྷ་ མ་ ཡིན་ 471
དང་ །_ མི་ དང་ མི་ མ་ ཡིན་ པ་ 171
དང་ །_ མི་ གནས་ པ་ དང་ །_ སོ་ 41
དང་ །_ མི་ དགེ་ བ་ དེ་ མ་ ཡིན་ 43
དང་ །_ མི་ ཆེ་ བ་ དང་ །_ མི་ 50
དང་ །_ མི་ འཇིགས་ པ་ དང་ །_ སོ་ 163
དང་ །_ མི་ འཇིགས་ པ་ རྣམས་ དང་ །_ 163
དང་ །_ མི་ འཇིགས་ པ་ བཞི་ དང་ །_ 456
དང་ །_ མི་ འམ་ ཅི་ དང་ །_ ལྟོ་ 284
དང་ །_ མི་ འམ་ ཅི་ རྣམས་ དང་ །_ 90
དང་ །_ མི་ མཉམ་ པ་ དང་ མཉམ་ པ་ 51
དང་ །_ མི་ དམིགས་ པ་ སྟོང་ པ་ ཉིད་ 109
དང་ །_ མི་ མཇེད་ ཀྱི་ བདག་ པོ་ ཚངས་ 64
དང་ །_ ཤིན་ ཏུ་ མཐོང་ བ་ དང་ །_ 43
དང་ །_ དེ་ ལ་ གཉིས་ ཀྱི་ འདུ་ ཤེས་ 54
དང་ །_ དེ་ དག་ ལ་ སོགས་ པ་ བྱང་ 49
དང་ །_ དེ་ དག་ གིས་ སྨྲས་ པ །_ 79
དང་ །_ དེ་ བཞིན་ དུ་ སྦྱར་ ཏེ །_ 82
དང་ །_ དེ་ བཞིན་ ཉིད་ དང་ །_ མ་ 126
དང་ །_ དེ་ བཞིན་ གཤེགས་ པའི་ དེ་ བཞིན་ 132
དང་ །_ དེ་ བཞིན་ གཤེགས་ པའི་ སྟོབས་ དང་ 71
དང་ །_ དེ་ བཞིན་ གཤེགས་ པའི་ སྟོབས་ རྣམས་ 80
དང་ །_ དེ་ བཞིན་ གཤེགས་ པའི་ སྟོབས་ བཅུ་ 358
དང་ །_ དེ་ བཞིན་ གཤེགས་ པ་ ཐམས་ ཅད་ 273
དང་ །_ དེ་ བཞིན་ གཤེགས་ པ་ ལ་ ངན་ 85
དང་ །_ དེ་ བཞིན་ གཤེགས་ པ་ དགྲ་ བཅོམ་ 128
དང་ །_ དེ་ བཞིན་ གཤེགས་ པ་ སྤྲིན་ ཆེན་ 57
དང་ །_ དེ་ ལྟ་ ལགས་ སོ་ ཞེས་ བྱ་ 52
དང་ །_ དེ་ ནས་ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 66
དང་ །_ དེ་ ལྟར་ གྱུར་ པ་ དགེ་ སློང་ 60
དང་ །_ སུམ་ ཅུ་ རྩ་ གསུམ་ དང་ །_ 54
དང་ །_ ཡོངས་ སུ་ མྱ་ ངན་ ལས་ འདས་ 63
དང་ །_ ཡོངས་ སུ་ མྱ་ ངན་ ལས་ འདའ་ 54
དང་ །_ ཡོངས་ སུ་ དག་ པ་ དང་ །_ 42
དང་ །_ ཡོངས་ སུ་ གཟུང་ བ་ དང་ །_ 92
དང་ །_ ཡོངས་ སུ་ ཤེས་ པར་ བྱ་ བ་ 112
དང་ །_ ཡོངས་ སུ་ གྲུབ་ པ་ ཡང་ དག་ 223
དང་ །_ ཡོངས་ སུ་ བསྐྱང་ བ་ དང་ །_ 74
དང་ །_ ཡོངས་ སུ་ བསྐྱབ་ པ་ དང་ །_ 49
དང་ །_ འབྱུང་ བ་ མེད་ པ་ དང་ །_ 60
དང་ །_ འབྱུང་ པོ་ དང་ །_ ཤ་ ཟ་ 47
དང་ །_ མཁས་ པ་ གང་ ཡིན་ པ་ འདི་ 53
དང་ །_ བདག་ དང་ །_ ཡོངས་ སུ་ དག་ 105
དང་ །_ བདག་ མེད་ པ་ དང་ །_ ཞི་ 42
དང་ །_ བདག་ མེད་ ཅེས་ བྱ་ བ་ དང་ 46
དང་ །_ བདག་ མྱེད་ ཅེས་ བྱ་ བ་ དང་ 85
དང་ །_ བདག་ མྱེད་ ཅེས་ བྱ་ བར་ གནས་ 74
དང་ །_ བདག་ མྱེད་ ཅེས་ བྱ་ བར་ ཡོངས་ 77
དང་ །_ འདོད་ པ་ དང་ །_ བློ་ གྲོས་ 117
དང་ །_ འདོད་ པས་ ལོག་ པར་ གཡེམ་ པ་ 138
དང་ །_ འདོད་ ཆགས་ དང་ །_ ཞེ་ སྡང་ 56
དང་ །_ འབྲས་ བུ་ ཆེ་ བ་ དང་ །_ 62
དང་ །_ བརྩོན་ འགྲུས་ དང་ །_ བསམ་ གཏན་ 189
དང་ །_ བརྩོན་ འགྲུས་ ཀྱི་ དབང་ པོ་ དང་ 41
དང་ །_ བརྩོན་ འགྲུས་ ཀྱི་ ཕ་ རོལ་ དུ་ 356
དང་ །_ བརྩོན་ འགྲུས་ ཀྱི་ ཕ་ རོལ་ ཏུ་ 538
དང་ །_ ཕྱིར་ མི་ འོང་ བ་ དང་ །_ 153
དང་ །_ ཕྱིར་ མི་ འོང་ བ་ རྣམས་ དང་ 45
དང་ །_ ཕྱིར་ མི་ འོང་ བའི་ འབྲས་ བུ་ 293
དང་ །_ ཕྱིར་ མྱི་ འོང་ བའི་ འབྲས་ བུ་ 66
དང་ །_ འཛིན་ པ་ དང་ །_ འཆང་ བ་ 51
དང་ །_ འཛིན་ པ་ དང་ །_ ཀློག་ པ་ 73
དང་ །_ བདེ་ བ་ དང་ །_ བདག་ དང་ 118
དང་ །_ བདེ་ བ་ དང་ །_ ལོ་ ལེགས་ 111
དང་ །_ མཐོང་ བ་ དང་ །_ གསལ་ བ་ 57
དང་ །_ མ་ ནོར་ བ་ དེ་ བཞིན་ ཉིད་ 193
དང་ །_ མ་ ཞི་ ཞེས་ བྱ་ བར་ གནས་ 106
དང་ །_ མ་ ཞི་ ཞེས་ བྱ་ བར་ ཡོངས་ 79
དང་ །_ མ་ བྱིན་ པར་ ལེན་ པ་ དང་ 152
དང་ །_ མ་ འོངས་ པ་ དང་ །_ ད་ 368
དང་ །_ མ་ བྱོན་ པ་ དང་ །_ ད་ 261
དང་ །_ མ་ ནིང་ དང་ །_ དགེ་ སློང་ 57
དང་ །_ མང་ དུ་ ཐོས་ པ་ དང་ །_ 45
དང་ །_ སྲིད་ པ་ དང་ །_ སྐྱེ་ བ་ 59
དང་ །_ དགྲ་ བཅོམ་ པ་ དང་ །_ རང་ 72
དང་ །_ དགྲ་ བཅོམ་ པ་ རྣམས་ དང་ །_ 54
དང་ །_ དགྲ་ བཅོམ་ པ་ ཉིད་ དང་ །_ 185
དང་ །_ དགྲ་ བཅོམ་ པ་ བསད་ པ་ དང་ 63
དང་ །_ བཅོམ་ ལྡན་ འདས་ ལ་ ཚེ་ དང་ 172
དང་ །_ བཅོམ་ ལྡན་ འདས་ ལ་ བྱང་ ཆུབ་ 73
དང་ །_ བཅོམ་ ལྡན་ འདས་ ཀྱི་ ཞབས་ ལ་ 109
དང་ །_ བཅོམ་ ལྡན་ འདས་ ཀྱི་ ཞབས་ གཉིས་ 55
དང་ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ འདི་ སྐད་ 60
དང་ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ དེ་ ལ་ 74
དང་ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ ཚེ་ དང་ 388
དང་ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བྱང་ ཆུབ་ 196
