༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ །_། 81
ལ་ བྱེད་ དེ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ ཕྱི་ 66
ལ་ བྱེད་ དེ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ འདུས་ 69
ལ་ བྱེད་ དེ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ དངོས་ 72
ལ་ བྱེད་ དེ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ སྟོང་ 40
ལ་ བྱེད་ དོ །_། ཉན་ ཐོས་ དང་ རང་ སངས་ 44
ལ་ འཇུག་ པ་ ཞེས་ བྱ་ བའི་ ཆོས་ ཀྱི་ སྒོ་ 49
ལ་ འཇུག་ པ་ ཞེས་ བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ 43
ལ་ ང་ གནས་ ཏེ །_། དེ་ ཡང་ སོར་ ཕྲེང་ 63
ལ་ ངན་ སེམས་ ཀྱིས་ ཁྲག་ ཕྱུང་ བ་ དང་ །_ 66
ལ་ འདས་ པའི་ དུས་ དམྱིགས་ པ་ ལྟ་ ཅི་ ཞིག་ 42
ལ་ རང་ བཞིན་ མྱེད་ པ་ དེ་ ནི །_ དངོས་ 48
ལ་ རང་ བཞིན་ མྱེད་ པ་ དེ་ ནི་ བརྗོད་ དུ་ 106
ལ་ རང་ བཞིན་ མྱེད་ དེ །_ གང་ ལ་ རང་ 102
ལ་ རང་ བཞིན་ མྱེད་ དོ །_། གང་ ལ་ རང་ 94
ལ་ ནན་ གྱིས་ མཆོག་ ཏུ་ བཟུང་ ཞིང་ མངོན་ པར་ 65
ལ་ ཡང་ རྒྱ་ ཆེར་ ཡང་ དག་ པར་ རབ་ ཏུ་ 131
ལ་ ཡང་ དག་ པ་ ཇི་ ལྟ་ བ་ བཞིན་ དུ་ 68
ལ་ ཡང་ དག་ པར་ བསྐུལ་ ལོ །_། འཛམ་ བུའི་ 56
ལ་ ཡང་ དག་ པར་ ཞུགས་ པའི་ བྱང་ ཆུབ་ སེམས་ 53
ལ་ ཡང་ དག་ པར་ སྐུལ་ བ་ ཡིན །_ བདག་ 67
ལ་ ཡང་ དག་ པར་ སྐུལ་ ལོ །_། བདག་ ཀྱང་ 65
ལ་ ཡང་ དག་ པར་ སྐུལ་ ཞིང་ གཞོག་ གོ་ འགོད་ 60
ལ་ ཡང་ དེ་ བཞིན་ གཤེགས་ པ་ མྱི་ དམྱིགས་ སོ 202
ལ་ ཡང་ འགྱུར་ བ་ མེད་ ཅིང་ རྣམ་ པར་ རྟོག་ 125
ལ་ ཡང་ འགྱུར་ བ་ མྱེད་ ཅིང་ རྣམ་ པར་ རྟོག་ 84
ལ་ ཡང་ བྱང་ ཆུབ་ སེམས་ དཔའ་ ཡོད་ པ་ མ་ 108
ལ་ ཡང་ བསམ་ པ་ དང་ དཔག་ པ་ དང་ །_ 103
ལ་ ཡང་ འགལ་ ཚབས་ ཅན་ དུ་ མི་ འགྱུར་ རོ 120
ལ་ ཡང་ ཞུ་ བ་ ཞུས་ པ་ ན །_ བསྐལ་ 268
ལ་ ཡང་ མྱི་ རྟོག་ མཚན་ མར་ མྱི་ བྱེད་ དེ 61
ལ་ ཡང་ མྱིང་ མྱེད་ དོ །_། དེ་ ཅིའི་ ཕྱིར་ 42
ལ་ རབ་ ཏུ་ བྱུང་ ནས །_ ཉོན་ མོངས་ པ་ 53
ལ་ རབ་ ཏུ་ བྱུང་ ནས་ ཉོན་ མོངས་ པ་ ཐམས་ 173
ལ་ རབ་ ཏུ་ འབྱུང་ བ་ དང་ བསྙེན་ པར་ རྫོགས་ 75
ལ་ རབ་ ཏུ་ བཀོད་ ན །_ ཀཽ་ ཤི་ ཀ་ 53
ལ་ མི་ འགྱུར །_ རླུང་ གི་ ཁམས་ ལ་ མི་ 48
ལ་ མི་ འགྱུར །_ མེའི་ ཁམས་ ལ་ མི་ འགྱུར 48
ལ་ མི་ ཤེས་ པ་ དག་ ཀུན་ ཤེས་ སོ་ ཞེས་ 50
ལ་ མི་ ལྟ་ བ །_ དབང་ པོ་ དང་ ཉེ་ 46
ལ་ དེ་ དག་ གི་ སྙིང་ པོ་ ནི་ འདི་ རྣམས་ 44
ལ་ དེ་ བཞིན་ གཤེགས་ པའི་ སྙིང་ རྗེ་ ཆེན་ པོ་ 83
ལ་ དེ་ བཞིན་ གཤེགས་ པ་ དགྲ་ བཅོམ་ པ་ ཡང་ 111
ལ་ དེ་ བཞིན་ གཤེགས་ པས་ འདི་ ལྟར་ རབ་ ཏུ་ 136
ལ་ དེ་ ལྟར་ སྤྱོད་ ན །_ ཐབས་ མཁས་ པས 48
ལ་ དེ་ ལྟར་ སློབ་ པ་ ནི །_ མི་ དམིགས་ 49
ལ་ ཡོངས་ སུ་ འཛིན་ པ་ མ་ མཆིས་ པ་ དང་ 109
ལ་ ཡོངས་ སུ་ འཛིན་ པ་ མྱེད་ པ་ དང་ །_ 105
ལ་ ཡོངས་ སུ་ འཛིན་ པ་ མྱེད་ དེ །_ ཕྱི་ 102
ལ་ ཡོངས་ སུ་ འདྲིས་ པར་ བགྱི །_ ཇི་ ལྟར་ 41
ལ་ མཁས་ པ་ ཤ་ སྟག་ གོ །_། ཐམས་ ཅད་ 40
ལ་ མཁས་ པར་ རིག་ པར་ བྱའོ །_། བྱང་ ཆུབ་ 460
ལ་ ལེགས་ སོ་ ཞེས་ བྱ་ བ་ བྱིན་ ཏེ །_ 181
ལ་ འདོད་ པ་ མ་ སྐྱེད་ ཅིག །_ དེ་ ཅིའི་ 76
ལ་ འདོད་ པ་ མ་ སྐྱེད་ ཅིག _། དེ་ ཅིའི་ 44
ལ་ བརྩོན་ ཞེས་ བྱའོ །_། ཤ་ ར་ དྭ་ ཏིའི་ 46
ལ་ བརྩོན་ ཞེས་ བྱ་ བ་ འམ །_ མི་ བརྩོན་ 83
ལ་ བརྩོན་ པར་ བགྱིད་ པ་ ལགས །_ ཇི་ ལྟར་ 52
ལ་ བདེ་ བ་ དང་ །_ འཇིག་ རྟེན་ ལ་ སྙིང་ 69
ལ་ བདེ་ བ་ དང་ །_ འཇིག་ རྟེན་ ལ་ ཐུགས་ 45
ལ་ བྱིས་ པ་ སོ་ སོའི་ སྐྱེ་ བོ་ རྣམས་ མངོན་ 62
ལ་ བཅོམ་ ལྡན་ འདས་ ཤཱཀྱ་ ཐུབ་ པ་ ཇི་ ལྟར་ 60
ལ་ སྐྱེ་ བ་ ཡང་ མྱི་ དམྱིགས་ འབྱུང་ བ་ ཡང་ 86
ལ་ སྐྱེ་ བ་ མྱེད་ པ་ དང་ །_ འགག་ པ་ 103
ལ་ སྐྱེ་ བ་ མྱེད་ ཅིང་ འཇིག་ པ་ མྱེད་ པ་ 94
ལ་ སྐྱེ་ བ་ མྱེད་ ཅིང་ འཇིག་ པ་ མྱེད་ དོ 91
ལ་ སྐྱེ་ བ་ མྱི་ དམྱིགས །_ འཇིག་ པ་ མྱི་ 100
ལ་ སྐྱེ་ དགུའི་ ཚེ་ ལོ་ ཉི་ ཁྲི་ ཐུབ་ པ་ 100
ལ་ ཤེས་ པ་ དང་ །_ མཐོང་ བ་ དང་ །_ 57
ལ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ 40
ལ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ 325
ལ་ ཟད་ པར་ མ་ བྱས་ པ་ དེ་ སྲིད་ དུ་ 121
ལ་ ཚེ་ དང་ ལྡན་ པ་ ཀུན་ དགའ་ བོས་ འདི་ 172
ལ་ ཚེ་ དང་ ལྡན་ པ་ རབ་ འབྱོར་ གྱིས་ འདི་ 320
ལ་ ཚེ་ དང་ ལྡན་ པ་ ཉེ་ བ་ འཁོར་ གྱིས་ 128
ལ་ ཚེ་ དང་ ལྡན་ པ་ ཤ་ ར་ དྭ་ ཏིའི་ 123
ལ་ ཚེ་ དང་ ལྡན་ པ་ ཤཱ་ རིའི་ བུས་ འདི་ 95
ལ་ ཚེ་ དང་ ལྡན་ པ་ ཨུ་ པཱ་ ལིས་ ཞུས་ 177
ལ་ ཇི་ ལྟར་ ན་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ 142
ལ་ མངོན་ པར་ ཆགས་ པར་ བགྱིད་ པ་ དང་ །_ 53
ལ་ མངོན་ པར་ ཆགས་ པར་ མྱི་ བྱའོ །_། ཡོངས་ 108
ལ་ མངོན་ པར་ འདུ་ བྱེད་ པ་ མྱེད་ དོ །_། 83
ལ་ ཡོད་ ཅེས་ སྟོན་ ཏེ །_ ཀཽ་ ཤི་ ཀ་ 106
ལ་ བྱའོ །_། རྣམ་ པ་ ཐམས་ ཅད་ མཁྱེན་ པ་ 80
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ དེ་ འདི་ སྙམ་ དུ་ 40
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ ཡོད་ སྙམ་ འམ །_ 43
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ ཡོད་ སྙམ་ མམ །_ 104
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ པོ་ 1348
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ པོ 70
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ པོས་ 257
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ པོའི་ 281
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ པོའི 58
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ མཆིས་ པར་ ཡང་ ག་ 111
ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ བྱམས་ པས་ འདི་ སྐད་ 54
ལ་ ལྟ་ བའི་ རིའི་ རྩེ་ མོ་ ཉི་ ཤུ་ མཐོ་ 107
ལ་ ལྟ་ བའི་ རིའི་ རྩེ་ མོ་ མཐོན་ པོ་ ཉི་ 80
ལ་ ཉན་ ཐོས་ རྣམས་ ཀྱི་ བསླབ་ པའི་ གཞི་ བཅའ་ 165
ལ་ བྱ་ བ་ དང་ །_ མི་ དགེ་ བ་ དེ་ 43
ལ་ བྱ་ བ་ མྱེད་ པར །_ རྣམ་ པར་ ཤེས་ 40
ལ་ བྱ་ བས་ མ་ ཡིན་ གྱི །_ རྣམ་ པ་ 42
ལ་ གྱིས་ ཤིག །_ ཇི་ ལྟར་ བསྟན་ པའི་ ཤེས་ 47
ལ་ ཡོད །_ རབ་ འབྱོར་ ཆོས་ ཐམས་ ཅད་ ནི་ 138
ལ་ ཡོད །_ བྲམ་ ཟེའི་ ཚུལ་ ག་ ལ་ ཡོད 100
ལ་ སེམས་ ཅན་ རྣམས་ ཀྱིས་ དེ་ བཞིན་ གཤེགས་ པ་ 40
ལ་ སེམས་ ཅན་ རྣམས་ སྦྱོར་ བ་ ཡིན་ ནོ །_། 42
ལ་ སེམས་ ཅན་ རྣམས་ སྦྱོར་ བ་ ཡིན་ ཞེ་ ན 62
ལ་ བབ་ པ་ ན །_། འབྲས་ བུ་ ཉིད་ དུ་ 62
ལ་ བབ་ ཅིང་ བཟོད་ ན་ དགེ་ འདུན་ གྱིས་ གནང་ 95
ལ་ གསོལ་ བ་ དང་ བཞིའི་ ལས་ ཀྱིས་ བསྒོ་ བ་ 44
ལ་ གསོལ་ པ་ དང་ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 782
ལ་ གསོལ་ པ་ དང །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 113
ལ་ གསོལ་ ནས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ 86
ལ་ གསོལ་ ཏོ །_། དེ་ ནས་ བཅོམ་ ལྡན་ འདས་ 319
ལ་ གསོལ་ ཏོ །_། བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ 50
ལ་ ལྟུང་ བར་ ཇི་ ལྟར་ འགྱུར་ ཞེ་ ན །_ 352
ལ་ ལྟུང་ བྱེད་ དུ་ འགྱུར་ ལ །_ རིགས་ དང་ 43
ལ་ ལྟུང་ བྱེད་ དུ་ འགྱུར་ རོ །_། དགེ་ སློང་ 60
ལ་ ཅང་ མི་ གསུང་ བས་ གནང་ ངོ་ །_། དེ་ 112
ལ་ ལན་ གསུམ་ བསྐོར་ བ་ བྱས་ ཏེ །_ བཅོམ་ 50
ལ་ ལན་ གསུམ་ བསྐོར་ བ་ བྱས་ ནས །_ བཅོམ་ 42
ལ་ ལན་ གསུམ་ བསྐོར་ བ་ བྱས་ ནས་ ཕྱོགས་ གཅིག་ 40
ལ་ ལན་ བརྒྱ་ སྟོང་ དུ་ མར་ གཡས་ ཕྱོགས་ སུ་ 69
ལ་ ལན་ ཉི་ ཤུ་ རྩ་ གཅིག་ བཟླས་ བརྗོད་ བྱས་ 43
ལ་ ལན་ ཉི་ ཤུ་ རྩ་ གཅིག་ སྔགས་ ཀྱིས་ བཏབ་ 50
ལ་ སྤྱོད་ པའི་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ 140
ལ་ སྤྱོད་ པའི་ བྱང་ ཆུབ་ སེམས་ དཔའི་ ཚིག་ གི་ 220
ལ་ སྤྱོད་ པའི་ ཚིག་ གི་ དོན་ མྱེད་ དོ །_། 44
ལ་ སྤྱོད་ པའི་ ཚེ །_ ཆོས་ ཐམས་ ཅད་ མཚན་ 45
ལ་ སྤྱོད་ པའི་ ཚེ །_ རྣམ་ པ་ ཐམས་ ཅད་ 1006
ལ་ སྤྱོད་ པའི་ ཚེ །_ ཐབས་ མི་ མཁས་ པས་ 328
ལ་ སྤྱོད་ པའི་ ཚེ །_ ཐབས་ མི་ མཁས་ པས 111
ལ་ སྤྱོད་ པའི་ ཚེ །_ ཐབས་ མྱི་ མཁས་ པས་ 556
ལ་ སྤྱོད་ པའི་ ཚེ །_ ཐབས་ མྱི་ མཁས་ པས 103
ལ་ སྤྱོད་ པའི་ ཚེ །_ ཡང་ དག་ པ་ ཇི་ 117
ལ་ སྤྱོད་ པའི་ ཚེ །_ ནམ་ རྣམ་ པ་ ཐམས་ 50
ལ་ སྤྱོད་ པ་ ལ་ དགོངས་ པ་ མཛད །_ ཇི་ 61
ལ་ སྤྱོད་ པ་ ཡང་ མ་ ཡིན་ པའི་ བློས །_ 56
ལ་ སྤྱོད་ པ་ ཡང་ མ་ ཡིན །_ མྱི་ གཉིས་ 41
ལ་ སྤྱོད་ ཀྱི །_ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ 92
ལ་ སྤྱོད་ ན །_ དགེ་ བའི་ རྩ་ བ་ མང་ 57
ལ་ སྤྱོད་ ཅིང་ །_ སངས་ རྒྱས་ ཀྱི་ ཞིང་ ཡོངས་ 69
ལ་ སྤྱོད་ ཅིང་ །_ བྱང་ ཆུབ་ ཀྱི་ ལམ་ ལ་ 56
ལ་ སྤྱོད་ ཅིང་ །_ མཚན་ མ་ དང་ བྲལ་ བའི་ 54
ལ་ སྤྱོད་ དམ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ 42
ལ་ སྤྱོད་ དམ །_ བཅོམ་ ལྡན་ འདས་ ཅི་ ལགས 187
ལ་ སྤྱོད་ དེ །_ དེ་ ནི་ སྐྱེ་ བ་ དང་ 106
ལ་ སྤྱོད་ དེ །_ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ 49
ལ་ སྤྱོད་ དོ་ ཞེས་ བྱ་ བར་ རྣམ་ པར་ རྟོག་ 56
ལ་ སྤྱོད་ དོ་ ཞེས་ རྗོད་ དེ །_ སུ་ ལ་ 87
ལ་ སྤྱོད་ དོ །_། དེ་ ཤེས་ རབ་ ཀྱི་ ཕ་ 102
ལ་ སྤྱོད་ དོ །_། དེ་ ཅིའི་ ཕྱིར་ ཞེ་ ན 208
ལ་ སྤྱོད་ དོ །_། བཅོམ་ ལྡན་ འདས་ གལ་ ཏེ་ 978
ལ་ འདུག་ བཞིན་ དུ་ འཇིག་ ཚོགས་ ལ་ ལྟ་ བའི་ 50
ལ་ མཚོན་ རྣོན་ ཤོ་ གམ་ སྦྱིན་ པར་ བྱ །_། 88
ལ་ ཐོགས་ པ་ མེད་ དོ །_། ནོར་ བུ་ རིན་ 45
ལ་ ཞིག་ འདི་ སྐད་ དུ་ འདྲི་ ཞིང་ །_ ཅི་ 46
ལ་ ཞིག་ གིས་ ཕྱོགས་ བཅུའི་ འཇིག་ རྟེན་ གྱི་ ཁམས་ 45
ལ་ རྟོག་ པར་ བྱེད་ དེ །_ དེས་ ཐོས་ པ་ 82
ལ་ བླ་ ན་ མེད་ པ་ ཡང་ དག་ པར་ རྫོགས་ 92
ལ་ སྨྲས་ པ །_ ཚེ་ དང་ ལྡན་ པ་ དག་ 78
ལ་ ལོངས་ སྤྱོད་ པར་ འགྱུར་ རོ །_། ཁྱིམ་ བདག་ 205
ལ་ ལོངས་ སྤྱོད་ ཆེ་ བའི་ རིགས་ སུ་ སྐྱེ་ བར་ 41
ལ་ བསྙེན་ པར་ མ་ རྫོགས་ པར་ འདུ་ ཤེས་ ན་ 47
ལ་ བཀའ་ སྩལ་ པ །_ ཀུན་ དགའ་ བོ་ ཁྱོད་ 92
ལ་ བཀའ་ སྩལ་ པ །_ ཀུན་ དགའ་ བོ་ སོང་ 64
ལ་ བཀའ་ སྩལ་ པ །_ དགེ་ སློང་ དག་ ཁྱེད་ 51
ལ་ བཀའ་ སྩལ་ པ །_ དགེ་ སློང་ དག་ དེ་ 190
ལ་ བཀའ་ སྩལ་ པ །_ ལག་ ན་ རྡོ་ རྗེ་ 59
ལ་ བཀའ་ སྩལ་ པ །_ རིགས་ ཀྱི་ བུ་ དག་ 51
ལ་ ལུས་ ཀྱི་ རྗེས་ སུ་ ལྟ་ ཞིང་ གནས་ པ་ 69
ལ་ ལུས་ ཀྱི་ རྗེས་ སུ་ ལྟ་ ཞིང་ གནས་ ཏེ 142
