༄༅ རྒྱ་ གར་ སྐད་ དུ །_ 319
།_ ཀྱེ་ མ་ དགེ་ བའི་ རྩ་ 47
།_ ཀྱེ་ མ་ སེམས་ ཅན་ འདི་ 43
།_ ཀྱེ་ སེམས་ ཅན་ དག་ ཚུར་ 64
།_ ཁྱོད་ ཀྱིས་ དེ་ ལྟར་ མི་ 46
།_ ལེན་ པའི་ རྐྱེན་ གྱིས་ སྲིད་ 40
།_ ལེན་ པ་ དང་ །_ སྲིད་ 58
།_ ལེན་ པ་ རྣམ་ པར་ དག་ 53
།_ ལེན་ པ་ ཡོངས་ སུ་ དག་ 46
།_ མིའམ་ ཅི་ དང་ །_ ལྟོ་ 393
།_ མིའམ་ ཅི་ རྣམས་ དང་ །_ 47
།_ ལག་ པ་ དང་ །_ རྐང་ 59
།_ ལག་ བརྡ་ དང་ །_ གཞན་ 96
།_ སྲོག་ མེད་ པ་ དང་ །_ 50
།_ སྲོག་ རྣམ་ པར་ དག་ པ་ 110
།_ སྲོག་ ཡོངས་ སུ་ དག་ པ་ 107
།_ ཐོགས་ པ་ མྱེད་ པ །_ 43
།_ འཚོ་ ཞིང་ གཞེས་ ལ་ ཆོས་ 76
།_ སྡིག་ པ་ མི་ དགེ་ བའི་ 99
།_ རྟོག་ པ་ དང་ །_ ལྟ་ 111
།_ རྟོག་ པ་ དང་ བཅས་ པ 53
།_ མས་ ཀྱང་ མ་ བགྱིས །_ 48
།_ བླ་ ན་ མེད་ པའི་ བྱང་ 40
།_ བླ་ ན་ མེད་ པ་ ཡང་ 1630
།_ བླ་ ན་ མེད་ པ་ ལྷ་ 71
།_ བླ་ ན་ མེད་ པ །_ 205
།_ བླ་ ན་ མྱེད་ པ་ ཡང་ 524
།_ བླ་ མར་ བྱས །_ རི་ 170
།_ བླ་ མར་ བྱེད །_ རི་ 92
།_ བླ་ གོས་ ཕྲག་ པ་ གཅིག་ 253
།_ སྨྲས་ པ་ ཚེ་ དང་ ལྡན་ 253
།_ སྨྲས་ པ །_ རྒྱལ་ པོ་ 80
།_ སྨྲས་ པ །_ ལང་ ཀའི་ 43
།_ སྨྲས་ པ །_ ཚེ་ དང་ 101
།_ སྨྲས་ པ །_ བཙུན་ པ་ 80
།_ སྨྲས་ པ །_ རིགས་ ཀྱི་ 130
།_ སྨྲས་ པ །_ ལྷའི་ བུ་ 108
།_ སྨྲས་ པ །_ འཇམ་ དཔལ་ 96
།_ གསོབ་ ཉིད་ དང་ །_ གསོག་ 109
།_ གསོབ་ ཉིད་ དང་ །_ རག་ 101
།_ གསོག་ ཉིད་ དང་ །_ གསོབ་ 105
།_ གསོག་ ཉིད་ དུ་ ཡང་ དག་ 109
།_ ལོངས་ སྤྱོད་ ཆེ་ བ །_ 51
།_ ཚིག་ འབྲུ་ བཟང་ པོ །_ 54
།_ བསྙེན་ པར་ རྫོགས་ པར་ བྱ 50
།_ བསྙེན་ པར་ རྫོགས་ པར་ བྱེད་ 65
།_ བསྙེན་ བཀུར་ བྱ་ བ་ དང་ 61
།_ བསྙེན་ བཀུར་ བྱ་ བའི་ ཕྱིར་ 88
།_ བསྙེན་ བཀུར་ བགྱི་ བ་ དང་ 49
།_ བཀུར་ སྟི་ དང་ །_ ཚིགས་ 68
།_ བཀུར་ སྟིར་ བྱ་ བ་ དང་ 79
།_ རྗེས་ སུ་ ཡི་ རང་ བ་ 89
།_ རྗེས་ སུ་ ཡི་ རང་ བའི་ 48
།_ རྗེས་ སུ་ ཡི་ རང་ བར་ 41
།_ རྗེས་ སུ་ བསྟན་ པའི་ ཆོ་ 41
།_ རྗེས་ སུ་ མཐུན་ པ་ མ་ 108
།_ ཁྱིམ་ པ་ དག་ ཟེར་ བ་ 41
།_ ཁྱིམ་ བདག་ གི་ ཆུང་ མ་ 61
།_ ཁྱིམ་ བདག་ འདི་ ལ་ དེ་ 270
།_ ཁྱིམ་ བདག་ རིན་ པོ་ ཆེ་ 55
།_ ཁྱིམ་ བདག་ དད་ པ་ ཅན་ 57
།_ ཁྱིམ་ བདག་ མགོན་ མེད་ ཟས་ 83
།_ ཁྱིམ་ ཆེ་ གེ་ མོ་ ཞིག་ 42
།_ བཀའ་ སྩལ་ པ །_ རབ་ 59
།_ བཀའ་ སྩལ་ པ །_ རིགས་ 81
།_ བཀའ་ སྩལ་ པ །_ འཇམ་ 49
།_ བློ་ གྲོས་ དང་ །_ རྟོག་ 123
།_ བློ་ གྲོས་ ཆེན་ པོ་ དེ་ 50
།_ རྨི་ ལམ་ ངན་ པ་ དང་ 47
།_ ལམ་ གྱི་ རྣམ་ པ་ ཤེས་ 507
།_ ལམ་ ཡང་ ཇི་ སྐད་ བསྟན་ 44
།_ བུད་ མེད་ དང་ །_ ཁྱེའུ་ 90
།_ བུད་ མེད་ རིན་ པོ་ ཆེ་ 51
།_ ཡུལ་ འཁོར་ དང་ །_ རྒྱལ་ 126
།_ ལུས་ དང་ །_ ངག་ དང་ 79
།_ ལུས་ དང་ །_ ཡིད་ ཀྱི་ 106
།_ ལུས་ དང་ ངག་ དང་ ཡིད་ 45
།_ ལུས་ ཀྱི་ རྣམ་ པར་ ཤེས་ 767
།_ ལུས་ ཀྱི་ འདུས་ ཏེ་ རེག་ 1300
།_ ལུས་ རྣམ་ པར་ དག་ པ་ 92
།_ ལུས་ རྣམ་ པར་ དག་ པ 75
།_ ལུས་ རྣམ་ པར་ དག་ པས 63
།_ དཔུང་ བུ་ ཆུང་ གི་ ཚོགས་ 70
།_ ཡན་ ལག་ དང་ །_ ཉིང་ 46
།_ ཡན་ ལག་ དང་ ཉིང་ ལག་ 117
།_ ཡན་ ལག་ མཆོག་ གི་ གཟུགས་ 40
།_ ཆུང་ བར་ བགྱིད་ པ་ དེ་ 115
།_ ཆུང་ བར་ བགྱིད་ པ་ འམ 90
།_ ཆུང་ དགེ་ དང་ །_ ཚད་ 48
།_ ཆུང་ མ་ དང་ །_ བུ་ 65
།_ ཆུང་ ཆེ་ དང་ །_ ཚད་ 42
།_ ཆུང་ སྣང་ དང་ །_ ཚད་ 45
།_ ཚད་ དང་ མཉམ་ པ་ དང་ 314
།_ ཚད་ མེད་ པ་ དང་ །_ 281
།_ ཚད་ མེད་ པ་ རྣམས་ དང་ 175
།_ ཚད་ མེད་ པ་ བཞི་ དང་ 147
།_ ཚད་ མེད་ དགེ་ བ་ དང་ 40
།_ ཚད་ མ་ མཆིས་ པར་ བགྱིད་ 205
།_ ཚད་ མྱེད་ པ་ ཡོངས་ སུ་ 43
།_ ཚད་ མྱེད་ པ་ བཞི་ དང་ 74
།_ མཐོ་ རིས་ དང་ ཐར་ པའི་ 64
།_ བལྟ་ ན་ སྡུག་ པ །_ 191
།_ རྩོད་ པ་ དང་ །_ འགྱེད་ 86
།_ ཞེ་ སྡང་ དང་ །_ གཏི་ 540
།_ ཞེ་ སྡང་ རྣམ་ པར་ དག་ 106
།_ ཞེ་ སྡང་ ཡོངས་ སུ་ དག་ 106
།_ ལོ་ ལེགས་ པ་ དང་ །_ 100
།_ ལོ་ ལེགས་ པ །_ སྐྱེ་ 50
།_ ལོ་ མ་ དང་ །_ མེ་ 57
།_ ཆ་ དང་ །_ བགྲང་ བ་ 86
།_ དགའ་ བ་ དང་ །_ ཡིད་ 55
།_ དགའ་ བ་ དང་ །_ བཏང་ 121
།_ དགའ་ བ་ དང་ ཡིད་ བདེ་ 43
།_ དགའ་ བ་ ཆེན་ པོ་ དང་ 84
།_ དགའ་ བར་ བྱེད །_ དགའ་ 277
།_ དགའ་ ལྡན་ དང་ །_ འཕྲུལ་ 148
།_ དགའ་ མགུར་ སྤྱོད་ པར་ བྱེད་ 290
།_ དགའ་ དགུར་ སྤྱོད་ པར་ བྱེད་ 44
།_ གཅིག་ ནས་ གཅིག་ ཏུ་ བརྒྱུད་ 67
།_ གསལ་ བ་ དང་ །_ མངོན་ 56
།_ གཏོང་ བར་ མི་ བྱེད་ དམ 49
།_ དེའི་ རང་ བཞིན་ ནི་ དེ་ 132
།_ དེའི་ རང་ བཞིན་ དེ་ ཡིན་ 79
།_ དེའི་ ཕྱིར་ འདི་ ལྟ་ སྟེ 72
།_ དེའི་ ཕྱིར་ དེ་ བཞིན་ གཤེགས་ 85
།_ དེའི་ ཕྱིར་ བྱང་ ཆུབ་ སེམས་ 197
།_ དེའི་ ཕྱིར་ རིང་ དུ་ སོང་ 71
།_ དེའི་ ཕྱིར་ གོ་ ཆ་ དེ་ 123
།_ དེའི་ ཕྱིར་ ཐེག་ པ་ ཆེན་ 119
།_ དེའི་ ཕྱིར་ ཐེག་ པ་ དེ་ 82
།_ དེའི་ ཚེ་ མཉན་ དུ་ ཡོད་ 50
།_ དེའི་ ཚེ་ བཅོམ་ ལྡན་ འདས་ 76
།_ དེའི་ ཚེ་ བྱང་ ཆུབ་ སེམས་ 106
།_ དེའི་ ཚེ་ དེའི་ དུས་ ཀྱི་ 111
།_ དེའི་ ཚེ་ དེའི་ དུས་ ན་ 311
།_ དེའི་ ཚེ་ ཚིགས་ སུ་ བཅད་ 192
།_ དེའི་ འོག་ ཏུ་ དགེ་ སློང་ 172
།_ དེའི་ སླད་ དུ་ དགེ་ འདུན་ 57
།_ དེའི་ རྒྱུ་ དེའི་ རྐྱེན་ གྱིས་ 58
།_ དེའི་ ཕ་ རོལ་ གྱི་ ཡང་ 67
།_ དེའི་ སྤོབས་ པ་ ཟད་ མི་ 40
།_ དེའི་ བཙས་ སྟོན་ རྒྱས་ པར་ 40
།_ དེའི་ དམྱིགས་ པ་ ཆེན་ པོར་ 70
།_ ཉེ་ བ་ འཁོར་ ཡོད་ དེ 53
།_ ཉེ་ དུ་ དང་ །_ སྣག་ 47
།_ ཉེ་ བའི་ ཉོན་ མོངས་ པ་ 97
།_ ཉེ་ བར་ ཕྱོགས་ པ་ དང་ 70
།_ ཉེ་ དགའས་ སྨྲས་ པ །_ 49
།_ ཆོག་ ཤེས་ པ་ དང་ །_ 41
།_ གཏི་ མུག་ རྣམ་ པར་ དག་ 114
།_ གཏི་ མུག་ ཡོངས་ སུ་ དག་ 107
།_ འཕེལ་ བ་ མྱི་ མཐོང་ སྟེ 102
།_ འོག་ དང་ །_ སྟེང་ གི་ 57
།_ འོག་ མིན་ གྱི་ བར་ གྱི་ 47
།_ འོག་ མིན་ གྱི་ ལྷ་ རྣམས་ 77
།_ ཉི་ མ་ དང་ །_ ཟླ་ 57
།_ ཉི་ མ་ དང་ ཟླ་ བ་ 64
།_ ཉི་ མ་ སྟོང་ བས་ ལྷག་ 60
།_ ཕྱིན་ ཅི་ མ་ ལོག་ པ་ 44
།_ ཕྱིན་ ཅི་ ལོག་ མ་ ཡིན་ 91
།_ དབེན་ པ་ དང་ །_ ངོ་ 44
།_ དབེན་ པ་ ལས་ སྐྱེས་ པའི་ 76
།_ དབེན་ ཞེས་ བྱ་ བར་ དམྱིགས་ 99
།_ ཡིད་ དང་ །_ རྣམ་ པར་ 61
།_ ཡིད་ ལ་ བྱེད་ པ་ མེད་ 54
།_ ཡིད་ ལ་ བྱེད་ པ་ རང་ 117
།_ ཡིད་ ལ་ བྱེད་ པ་ མངོན་ 119
།_ ཡིད་ ལ་ བྱེད་ པ་ དབེན་ 114
།_ ཡིད་ ལ་ བྱེད་ པ་ དངོས་ 116
།_ ཡིད་ ལ་ བྱེད་ པ་ སྟོང་ 115
།_ ཡིད་ ལ་ བྱེད་ པ་ མྱེད་ 95
།_ ཡིད་ དུ་ མི་ འོང་ བ་ 66
།_ ཡིད་ དུ་ འོང་ བ་ དང་ 53
།_ ཡིད་ ཀྱི་ རྣམ་ པར་ ཤེས་ 926
།_ ཡིད་ ཀྱི་ འདུས་ ཏེ་ རེག་ 1446
།_ ཡིད་ རྣམ་ པར་ དག་ པ་ 93
།_ ཡིད་ རྣམ་ པར་ དག་ པ 77
།_ ཡིད་ རྣམ་ པར་ དག་ པས 65
།_ ཡིད་ མི་ བདེ་ བ་ དང་ 324
།_ ཡིད་ མི་ བདེ་ བ་ རྣམ་ 43
།_ ཡིད་ བཞིན་ གྱི་ ནོར་ བུ་ 50
།_ ཡིད་ བདེ་ བ་ སྐྱེས་ ནས་ 62
།_ ཡིད་ མྱི་ བདེ་ བ་ དང་ 56
།_ འཆང་ བ་ དང་ །_ ཀློག་ 272
།_ འཆང་ ངམ །_ ཀློག་ གམ 46
།_ རིན་ པོ་ ཆེ་ དང་ །_ 81
།_ རིན་ པོ་ ཆེ་ ཐམས་ ཅད་ 156
།_ རིན་ པོ་ ཆེ་ སྣ་ ཚོགས་ 182
།_ རིན་ པོ་ ཆེ་ སྣ་ བདུན་ 281
།_ རིན་ པོ་ ཆེའི་ རྒྱལ་ པོ་ 57
།_ རིན་ པོ་ ཆེའི་ རི་ བོ་ 63
།_ རིན་ ཐང་ བརྩི་ བར་ བྱ་ 41
།_ སྤང་ བ་ འམ །_ སྐྱེ་ 98
།_ སྤང་ བའི་ ལྟུང་ བྱེད་ དུ་ 139
།_ སྤང་ བར་ འགྱུར་ རོ །_། 103
།_ གོས་ དང་ །_ གདུགས་ དང་ 101
།_ ནུབ་ དང་ །_ བྱང་ དང་ 90
།_ ནུབ་ བྱང་ དང་ །_ འོག་ 43
།_ ནུབ་ བྱང་ གི་ ཕྱོགས་ མཚམས་ 53
།_ ནུབ་ ཕྱོགས་ དང་ །_ བྱང་ 82
།_ ཕྱི་ ནང་ སྟོང་ པ་ ཉིད་ 943
།_ ཕྱི་ མའི་ མཐའ་ དང་ །_ 56
།_ ཕྱི་ མའི་ མཐའ་ གང་ ཡིན་ 117
།_ ཕྱི་ མའི་ མཐའ་ ཡང་ གཞན་ 115
།_ ཕྱི་ མའི་ མཐའ་ ཡོངས་ སུ་ 41
།_ ཕྱི་ མའི་ མཐའ་ མྱི་ དམྱིགས 366
།_ ཕྱི་ རོལ་ ན་ ཡང་ མེད 63
།_ ཕྱི་ སྟོང་ པ་ ཉིད་ དང་ 271
།_ ཕྱི་ སྟོང་ པ་ ཉིད་ ལ་ 77
།_ ཕྱི་ སྟོང་ པ་ ཉིད་ ཀྱི་ 59
།_ ཕྱི་ སྟོང་ པ་ ཉིད་ རྣམ་ 53
།_ ཕྱི་ སྟོང་ པ་ ཉིད་ ཡོངས་ 71
།_ རོལ་ མོའི་ སྒྲ་ དང་ །_ 40
།_ བླང་ བ་ མྱི་ མཐོང་ །_ 101
།_ མྱུར་ དུ་ བླ་ ན་ མེད་ 86
།_ མཐར་ ཀྱིས་ གནས་ པའི་ སྙོམས་ 610
།_ མཐར་ གྱིས་ གནས་ པའི་ སྙོམས་ 625
།_ རླུང་ གི་ ཁམས་ དང་ །_ 117
།_ རླུང་ གི་ ཁམས་ ལ་ རྣམ་ 59
།_ རླུང་ གི་ ཁམས་ ལ་ མི་ 54
།_ རླུང་ གི་ ཁམས་ རྣམ་ པར་ 48
།_ རླུང་ གི་ ཁམས་ ཡོངས་ སུ་ 58
།_ བྲམ་ ཟེའམ །_ ལྷའམ །_ 74
།_ བྲམ་ ཟེ་ དང་ །_ རྒྱལ་ 49
།_ བྲམ་ ཟེ་ དང་ །_ ཁྱིམ་ 107
།_ བྲམ་ ཟེ་ དང་ ཁྱིམ་ བདག་ 137
།_ བྲམ་ ཟེའི་ ཚུལ་ ག་ ལ་ 100
།_ སྟོབས་ དང་ །_ བྱང་ ཆུབ་ 218
།_ སྟོབས་ དང་ བདེ་ བར་ རེག་ 44
།_ སྟོབས་ རྣམས་ དང་ །_ བྱང་ 165
།_ སྟོབས་ བཅུ་ དང་ །_ མི་ 170
།_ སྟོབས་ ལྔ་ དང་ །_ བྱང་ 172
།_ སྟོབས་ བཅུའི་ སྟོབས་ དང་ ལྡན་ 57
།_ མིང་ དང་ གཟུགས་ དང་ །_ 61
།_ མིང་ དང་ གཟུགས་ ཀྱི་ རྐྱེན་ 43
།_ མིང་ ནི་ འདི་ ཞེས་ བྱ 58
།_ སྔར་ ལྟུང་ བ་ བྱུང་ བ་ 45
།_ སྔར་ ཉེས་ པ་ བྱུང་ བ་ 52
།_ འདུས་ མ་ བྱས་ ཀྱི་ ཆོས་ 94
།_ འདུས་ མ་ བྱས་ ཀྱི་ ཁམས་ 66
།_ འདུས་ མ་ བྱས་ སྟོང་ པ་ 740
།_ འདུས་ བྱས་ དང་ །_ འདུས་ 78
།_ འདུས་ བྱས་ དང་ འདུས་ མ་ 47
།_ འདུས་ བྱས་ སྟོང་ པ་ ཉིད་ 742
།_ དེད་ དཔོན་ རྣམས་ དང་ །_ 104
།_ ཕོ་ བྲང་ འཁོར་ གྱི་ མི་ 132
།_ ཐུགས་ རྗེ་ ཆེན་ པོ་ དང་ 44
།_ ཞལ་ ཟས་ དང་ །_ གཟིམས་ 131
།_ ཏ་ ར་ ཏ་ ར །_ 60
།_ ཏ་ ཐཱ་ ག་ ཏཱ་ ནཱཾ 40
།_ ཏ་ ཐཱ་ ག་ ཏཱ་ ཡ 390
།_ བགྱིད་ པ་ མ་ མཆིས་ པ་ 49
།_ ར་ རོ་ བ་ དང་ །_ 50
།_ རོ་ དང་ །_ རེག་ དང་ 56
།_ རོ་ དང་ །_ རེག་ བྱ་ 160
།_ རོ་ རྣམ་ པར་ དག་ པ་ 89
།_ རོ་ རྣམ་ པར་ དག་ པ 74
།_ རོ་ རྣམ་ པར་ དག་ པས 62
།_ བརྟན་ པ་ དང་ །_ ཐེར་ 42
།_ སྲིན་ པོ་ དང་ །_ ཡི་ 43
།_ སྲིན་ པོ་ དང་ །_ འབྱུང་ 75
།_ གསེར་ དང་ །_ ནོར་ བུ་ 43
།_ གསེར་ དང་ །_ དངུལ་ དང་ 141
།_ གསེར་ དང་ བོང་ བར་ མཉམ་ 51
།_ གསེར་ འོད་ དམ་ པ་ མདོ་ 45
།_ དངུལ་ དང་ །_ བཻ་ དཱུརྱ་ 46
།_ དངུལ་ གྱི་ ཁ་ དོག་ ལྟ་ 49
།_ མཚན་ དང་ དཔེ་ བྱད་ བཟང་ 70
།_ མཚན་ ཉིད་ གཅིག་ པ་ སྟེ 43
།_ མཚན་ མ་ དང་ བྲལ་ བའི་ 112
།_ མཚན་ མ་ མེད་ པ་ དང་ 910
།_ མཚན་ མ་ མེད་ པ་ ལ་ 43
།_ མཚན་ མ་ མེད་ པ །_ 50
།_ མཚན་ མ་ མེད་ ཅེས་ བྱ་ 85
།_ མཚན་ མ་ དེ་ དག་ དང་ 108
།_ མཚན་ མ་ མ་ མཆིས་ པ་ 52
།_ མཚན་ མ་ མྱེད་ པའི་ ཚུལ་ 52
།_ མཚན་ མ་ མྱེད་ པ་ དང་ 1036
།_ མཚན་ མ་ མྱེད་ ཅེས་ བྱ་ 246
།_ ཆད་ པ་ སྤང་ བ་ དང་ 58
