༄༅ རྒྱ་ གར་ སྐད་ དུ །_ ཨཱརྱ་ 185
།_ རྣམ་ པར་ བྱང་ བ་ མྱེད་ པ་ 118
།_ རྣམ་ པར་ བྱང་ བ་ མྱི་ མཐོང་ 98
།_ རྣམ་ པར་ རྟོག་ པ་ དང་ །_ 60
།_ རྣམ་ པར་ འཕེལ་ བར་ བྱེད་ པ་ 110
།_ རྣམ་ པར་ སྤོང་ བས་ ཡོངས་ སུ་ 41
།_ རྣམ་ པར་ སྨིན་ པ་ ལས་ བྱུང་ 56
།_ རྣམ་ པར་ བསྐྱེད་ པ །_ ཡོངས་ 61
།_ རྣམ་ པར་ འཐོར་ བ་ དང་ །_ 55
།_ རྣམ་ པར་ འཕྲུལ་ པའི་ རྒྱལ་ པོ་ 54
།_ རྣམ་ པར་ མྱི་ བྱེད་ མངོན་ པར་ 57
།_ རྣམ་ པར་ མྱི་ རྟོག་ གོ _། 60
།_ རྣམ་ ཐོས་ ཀྱི་ བུའི་ ནོར་ དང་ 144
།_ རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ 173
།_ གཉིས་ སུ་ མེད་ ཅིང་ གཉིས་ སུ་ 46
།_ གཉིས་ སུ་ བྱར་ མྱེད་ པ་ གང་ 107
།_ གཉིས་ སུ་ མྱེད་ ཅིང་ གཉིས་ སུ་ 210
།_ གཉིས་ གང་ ཞེ་ ན །_ འདི་ 52
།_ གཉིས་ ཀ་ མེད་ པར་ ཡང་ མི་ 49
།_ གཞོན་ ནུ་ དང་ །_ བློན་ པོ་ 59
།_ གཞོན་ ནུ་ མ་ ལེགས་ པར་ སྨྲས་ 61
།_ འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོ་ 126
།_ ཐབས་ མཁས་ པས །_ བླ་ ན་ 48
།_ ཐབས་ མྱི་ མཁས་ པས་ བདག་ ཏུ་ 91
།_ ཆུ་ དང་ །_ མེ་ དང་ །_ 61
།_ ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ 142
།_ ཉོན་ མོངས་ པ་ མེད་ པ །_ 86
།_ བྱེད་ པ་ པོ་ རྣམ་ པར་ དག་ 110
།_ བྱེད་ པ་ པོ་ ཡོངས་ སུ་ དག་ 103
།_ བྱེད་ པ་ བྱས་ པ །_ ཁུར་ 56
།_ ཡི་ དགས་ དང་ །_ དུད་ འགྲོ་ 70
།_ ཡི་ དགས་ དང་ །_ དུད་ འགྲོའི་ 62
།_ ཡི་ དགས་ དང་ །_ ཤ་ ཟ་ 90
།_ ཡི་ དགས་ ངན་ སོང་ དང་ །_ 80
།_ ཡི་ གེར་ འདྲི་ བ་ དང་ །_ 51
།_ གྲོང་ དང་ །_ གྲོང་ ཁྱེར་ དང་ 90
།_ གྲོང་ རྡལ་ དང་ །_ ཡུལ་ འཁོར་ 60
།_ གྲོང་ རྡལ་ དང་ །_ ལྗོངས་ དང་ 84
།_ གྲོང་ ཁྱེར་ དང་ །_ གྲོང་ རྡལ་ 189
།_ གྲོང་ ཁྱེར་ རམ །_ གྲོང་ རྡལ་ 81
།_ ང་ ཉིད་ ཀྱི་ བསྟན་ པ་ ལ་ 45
།_ ང་ དེའི་ ཚེ་ དེའི་ དུས་ ན་ 115
།_ མྱ་ ངན་ དང་ །_ སྨྲེ་ སྔགས་ 309
།_ མྱ་ ངན་ ལས་ འདས་ པ་ དང་ 44
།_ མྱ་ ངན་ ལས་ འདས་ པ་ ལ་ 142
།_ མྱ་ ངན་ ལས་ འདས་ པ་ ཆེན་ 42
།_ མྱ་ ངན་ ལས་ འདས་ པ་ ཞེས་ 40
།_ མྱ་ ངན་ ལས་ འདས་ པ་ ཡང་ 54
།_ ངན་ འགྲོ་ དང་ །_ ལོག་ པར་ 87
།_ འདས་ པ་ དང་ །_ མ་ འོངས་ 101
།_ འདས་ པ་ དང་ །_ མ་ བྱོན་ 96
།_ འདས་ པ་ དང་ མ་ བྱོན་ པ་ 46
།_ འདས་ པ་ ཡང་ མ་ ཡིན །_ 219
།_ རང་ གི་ སེམས་ སྣང་ བ་ ཙམ་ 40
།_ རང་ གི་ མཚན་ ཉིད་ ཀྱིས་ སྟོང་ 45
།_ རང་ གི་ མཚན་ ཉིད་ སྟོང་ པ་ 732
།_ རང་ སངས་ རྒྱས་ དང་ །_ བྱང་ 141
།_ རང་ སངས་ རྒྱས་ དང་ ལྡན་ པའི་ 108
།_ རང་ སངས་ རྒྱས་ ཐམས་ ཅད་ དང་ 88
།_ རང་ སངས་ རྒྱས་ ཐམས་ ཅད་ ཀྱི་ 145
།_ རང་ སངས་ རྒྱས་ ཐམས་ ཅད་ ཀྱིས་ 91
།_ རང་ སངས་ རྒྱས་ ཀྱི་ ཆོས་ རྣམས་ 48
།_ རང་ སངས་ རྒྱས་ ཀྱི་ སར་ ཡོངས་ 819
།_ རང་ སངས་ རྒྱས་ ཀྱི་ སར་ ལྟུང་ 46
།_ རང་ སངས་ རྒྱས་ ཀྱི་ སར་ མྱི་ 43
།_ རང་ སངས་ རྒྱས་ ཀྱི་ ས་ ལ་ 76
།_ རང་ སངས་ རྒྱས་ ཀྱི་ ས་ ལས་ 63
།_ རང་ སངས་ རྒྱས་ ཀྱི་ ཐེག་ པའི་ 47
།_ རང་ སངས་ རྒྱས་ ཀྱི་ ཐེག་ པ་ 409
།_ རང་ སངས་ རྒྱས་ རྣམས་ དང་ །_ 77
།_ རང་ བཞིན་ གྱིས་ སྟོང་ པ་ གང་ 124
།_ རང་ བཞིན་ གྱིས་ སྟོང་ པ་ ཉིད་ 40
།_ རང་ བཞིན་ སྟོང་ པ་ ཉིད་ དང་ 202
།_ རང་ བཞིན་ སྟོང་ པ་ ཉིད་ ལ་ 90
།_ རང་ བཞིན་ སྟོང་ པ་ ཉིད་ ཀྱི་ 58
།_ རང་ བཞིན་ སྟོང་ པ་ ཉིད་ རྣམ་ 49
།_ རང་ བཞིན་ སྟོང་ པ་ ཉིད་ ཡོངས་ 70
།_ རང་ བཞིན་ སྟོང་ པ་ ཉིད་ ཀྱང་ 142
།_ རང་ བྱང་ ཆུབ་ རྣམ་ པར་ དག་ 47
།_ ཡང་ དག་ པའི་ མཐའ་ དང་ །_ 192
།_ ཡང་ དག་ པའི་ མཐའ་ ཡང་ གཞན་ 325
།_ ཡང་ དག་ པའི་ ཤེས་ པས་ སེམས་ 54
།_ ཡང་ དག་ པའི་ ལས་ ཀྱི་ མཐའ་ 48
།_ ཡང་ དག་ པའི་ དྲན་ པ་ དང་ 42
།_ ཡང་ དག་ པའི་ ཏིང་ ངེ་ འཛིན་ 57
།_ ཡང་ དག་ པ་ མ་ ཡིན་ པའི་ 54
།_ ཡང་ དག་ པ་ མ་ ཡིན་ པ་ 70
།_ ཡང་ དག་ པ་ ཇི་ ལྟ་ བ་ 208
།_ ཡང་ དག་ པར་ རབ་ ཏུ་ དགའ་ 282
།_ ཡང་ དག་ པར་ འཛིན་ དུ་ འཇུག་ 74
།_ ཡང་ དག་ པར་ འཛིན་ དུ་ བཅུག 172
།_ ཡང་ དག་ པར་ བསྟན་ པ་ བྱས་ 76
།_ ཡང་ དག་ པར་ རྫོགས་ པའི་ སངས་ 436
།_ ཡང་ དག་ པར་ རྗེས་ སུ་ མི་ 55
།_ ཡང་ དག་ པར་ རྗེས་ སུ་ མ་ 277
།_ ཡང་ དག་ པར་ སྤོང་ བ་ དང་ 132
།_ ཡང་ དག་ པར་ སྤོང་ བ་ རྣམས་ 421
།_ ཡང་ དག་ པར་ སྤོང་ བ་ རྣམ་ 52
།_ ཡང་ དག་ པར་ སྤོང་ བ་ ཡོངས་ 47
།_ ཡང་ དག་ པར་ སྤོང་ བ་ བཞི་ 228
།_ ཡང་ དག་ པར་ ཁོང་ དུ་ ཆུད་ 63
།_ ཡང་ དག་ པར་ གཟེངས་ སྟོད་ པར་ 96
།_ ན་ བ་ དང་ །_ འཆི་ བ་ 295
།_ ན་ མོ་ ཨ་ མི་ ཏཱ་ བྷཱ་ 198
།_ ན་ མོ་ རཏྣ་ ཏྲ་ ཡཱ་ ཡ 87
།_ ན་ བའི་ གསོས་ སྨན་ དང་ །_ 102
།_ ན་ མ་ ཨཱརྱ་ ཨ་ བ་ ལོ་ 451
།_ ན་ མ་ ཨཱརྱཱ་ བ་ ལོ་ ཀི་ 74
།_ ན་ བཟའ་ དང་ །_ ཞལ་ ཟས་ 101
།_ ན་ བཟའ་ དང་ །_ གདུགས་ དང་ 180
།_ ན་ མཿས་ མནྟ་ བུད་ དྷཱ་ ནཱཾ 95
།_ ན་ མཿསརྦ་ ཏ་ ཐཱ་ ག་ ཏེ་ 149
།_ རབ་ ཀྱི་ རྩལ་ གྱིས་ རྣམ་ པར་ 73
།_ རབ་ ཏུ་ ཚ་ བ་ དང་ །_ 46
།_ རབ་ འབྱོར་ ཆོས་ ཐམས་ ཅད་ ནི་ 287
།_ རབ་ འབྱོར་ འདི་ ལ་ བྱང་ ཆུབ་ 470
།_ རབ་ འབྱོར་ འདི་ ཇི་ སྙམ་ དུ་ 121
།_ རབ་ འབྱོར་ འདི་ ལྟར་ བྱང་ ཆུབ་ 57
།_ རབ་ འབྱོར་ རྣམ་ པ་ དེ་ དག་ 77
།_ རབ་ འབྱོར་ ཤིན་ ཏུ་ རྣམ་ པར་ 319
།_ རབ་ འབྱོར་ དེ་ ནི་ འདི་ ལྟར་ 200
།_ རབ་ འབྱོར་ དེ་ ནི་ མ་ ཡིན་ 104
།_ རབ་ འབྱོར་ དེ་ ནི་ བྱང་ ཆུབ་ 66
།_ རབ་ འབྱོར་ དེ་ བས་ ཀྱང་ རིགས་ 41
།_ རབ་ འབྱོར་ དེ་ ཡང་ ཤེས་ རབ་ 116
།_ རབ་ འབྱོར་ དེ་ ཡང་ བྱང་ ཆུབ་ 204
།_ རབ་ འབྱོར་ དེ་ དེ་ བཞིན་ ནོ 174
།_ རབ་ འབྱོར་ དེ་ བཞིན་ དུ་ བྱང་ 178
།_ རབ་ འབྱོར་ དེ་ བཞིན་ གཤེགས་ པ་ 56
།_ རབ་ འབྱོར་ དེ་ ཇི་ སྙམ་ དུ་ 1138
།_ རབ་ འབྱོར་ དེ་ ལྟར་ ན་ བྱང་ 354
།_ རབ་ འབྱོར་ དེ་ ལྟར་ བྱང་ ཆུབ་ 70
།_ རབ་ འབྱོར་ དེ་ ལྟར་ སྤྱོད་ པའི་ 97
།_ རབ་ འབྱོར་ དེ་ ལྟར་ སློབ་ པའི་ 95
།_ རབ་ འབྱོར་ ཤེས་ རབ་ ཀྱི་ ཕ་ 139
།_ རབ་ འབྱོར་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 453
།_ རབ་ འབྱོར་ གྱིས་ གསོལ་ པ །_ 164
།_ རབ་ འབྱོར་ གྱིས་ སྨྲས་ པ །_ 208
།_ རབ་ འབྱོར་ ཕྱི་ མའི་ མཐའ་ དངོས་ 108
།_ རབ་ འབྱོར་ སྔོན་ གྱི་ མཐའ་ དངོས་ 108
།_ རབ་ འབྱོར་ ད་ ལྟར་ བྱུང་ བ་ 107
།_ རབ་ འབྱོར་ མཉམ་ པ་ ཉིད་ ལ་ 52
།_ མི་ དང་ །_ མི་ མ་ ཡིན་ 128
།_ མི་ དང་ །_ ལྷ་ མ་ ཡིན་ 473
།_ མི་ དང་ མི་ མ་ ཡིན་ པའི་ 40
།_ མི་ དང་ མི་ མ་ ཡིན་ པ་ 179
།_ མི་ གནས་ པ་ དང་ །_ སོ་ 41
།_ མི་ གནས་ པ་ ཡང་ མ་ ཡིན་ 74
།_ མི་ དགེ་ བ་ དེ་ མ་ ཡིན་ 43
།_ མི་ བརྩོན་ ཞེས་ བྱ་ བར་ ཡང་ 84
།_ མི་ རྟག་ པ་ དང་ །_ སྡུག་ 59
།_ མི་ ལྡན་ པ་ ཡང་ མ་ ཡིན་ 41
།_ མི་ སྐྱེ་ བའི་ ཆོས་ ལ་ བཟོད་ 75
།_ མི་ ཆེ་ བ་ དང་ །_ མི་ 53
།_ མི་ འཇིགས་ པ་ དང་ །_ སོ་ 164
།_ མི་ འཇིགས་ པ་ རྣམས་ དང་ །_ 165
།_ མི་ འཇིགས་ པ་ བཞི་ དང་ །_ 476
།_ མི་ འཇིགས་ པ་ བཞིས་ མི་ འཇིགས་ 40
།_ མི་ འམ་ ཅི་ དང་ །_ ལྟོ་ 284
།_ མི་ འམ་ ཅི་ རྣམས་ དང་ །_ 90
།_ མི་ མཉམ་ པ་ དང་ མཉམ་ པའི་ 55
།_ མི་ མཉམ་ པ་ དང་ མཉམ་ པ་ 85
།_ མི་ དམིགས་ པའི་ ཚུལ་ གྱིས །_ 47
།_ མི་ དམིགས་ པ་ སྟོང་ པ་ ཉིད་ 151
།_ མི་ མཇེད་ ཀྱི་ བདག་ པོ་ ཚངས་ 82
།_ མི་ རི །_ མི་ རི །_ 42
།_ རྙེད་ པ་ དང་ །_ བཀུར་ སྟི་ 54
།_ ཤིན་ ཏུ་ རྣམ་ པར་ དག་ པའི་ 160
།_ ཤིན་ ཏུ་ མཐོང་ བ་ དང་ །_ 43
།_ དེ་ སྐད་ ཅེས་ གསོལ་ བ་ དང་ 44
།_ དེ་ སྐད་ ཅེས་ གསོལ་ པ་ དང་ 561
།_ དེ་ སྐད་ ཅེས་ སྨྲས་ པ་ དང་ 185
།_ དེ་ སྐད་ ཅེས་ བཀའ་ སྩལ་ པ་ 74
།_ དེ་ ལ་ འཇིག་ རྟེན་ གྱི་ ཁམས་ 83
།_ དེ་ ལ་ འགྲོ་ བའམ་ འོང་ བ་ 129
།_ དེ་ ལ་ གཉིས་ ཀྱི་ འདུ་ ཤེས་ 109
།_ དེ་ ལ་ རང་ བཞིན་ མྱེད་ དོ 79
།_ དེ་ ལ་ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 41
།_ དེ་ ལ་ སྐྱེ་ བ་ ཡང་ མྱི་ 87
།_ དེ་ ལ་ མངོན་ པར་ ཆགས་ པ་ 102
།_ དེ་ ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 254
།_ དེ་ འདི་ སྙམ་ དུ་ སེམས་ ཏེ 92
།_ དེ་ ནི་ གནས་ མེད་ དོ །_། 43
།_ དེ་ ནི་ གནས་ བརྟན་ རབ་ འབྱོར་ 121
།_ དེ་ ནི་ འདི་ ལྟར་ གང་ སྦྱར་ 101
།_ དེ་ ནི་ འདི་ ལྟར་ བྱང་ ཆུབ་ 62
།_ དེ་ ནི་ འདི་ ལྟར་ ཕྱི་ མའི་ 107
།_ དེ་ ནི་ འདི་ ལྟར་ སྔོན་ གྱི་ 107
།_ དེ་ ནི་ འདི་ ལྟར་ ད་ ལྟར་ 105
།_ དེ་ ནི་ དེ་ བཞིན་ གཤེགས་ པས་ 47
།_ དེ་ ནི་ མ་ ཡིན་ ནོ །_། 48
།_ དེ་ ནི་ སྐྱེ་ བ་ དང་ །_ 106
།_ དེ་ ནི་ ཤེས་ རབ་ ཀྱི་ ཕ་ 65
།_ དེ་ ནི་ ནང་ ན་ ཡང་ མི་ 67
།_ དེ་ ནི་ ནང་ ན་ ཡང་ མྱི་ 75
།_ དེ་ ནི་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 176
།_ དེ་ ནི་ བྱང་ ཆུབ་ སེམས་ དཔའི་ 56
།_ དེ་ ནི་ མཚན་ མའི་ ཚུལ་ ལམ 90
།_ དེ་ ནི་ ཙན་ དན་ གྱི་ ཁྱམས་ 111
།_ དེ་ ནི་ མྱི་ འགྲོ་ མྱི་ འོང་ 100
།_ དེ་ རྣམས་ ཀྱི་ ཐ་ མ་ ནི་ 50
།_ དེ་ རྣམས་ ཀྱིས་ སྨྲས་ པ །_ 109
།_ དེ་ གཉིས་ ཀྱིས་ སྨྲས་ པ །_ 59
།_ དེ་ བས་ ན་ དེ་ བཞིན་ གཤེགས་ 72
།_ དེ་ བས་ ན་ བྱང་ ཆུབ་ སེམས་ 55
།_ དེ་ ཡང་ མི་ དམིགས་ པའི་ ཚུལ་ 139
།_ དེ་ ཡང་ བྱང་ ཆུབ་ སེམས་ དཔའི་ 42
།_ དེ་ ཡང་ འོངས་ ཏེ་ ཞེས་ བྱ་ 51
།_ དེ་ ཡང་ གཟོད་ མ་ ནས་ མ་ 48
།_ དེ་ དག་ ལ་ གནས་ ཤིང་ བྱང་ 133
།_ དེ་ དག་ ལ་ སོགས་ པ་ བྱང་ 54
།_ དེ་ དག་ འདི་ སྙམ་ དུ་ དགེ་ 105
།_ དེ་ དག་ འདི་ སྙམ་ དུ་ སེམས་ 47
།_ དེ་ དག་ ནི་ དེ་ བཞིན་ གཤེགས་ 49
།_ དེ་ དག་ ནི་ ངང་ ཚུལ་ དེ་ 205
།_ དེ་ དག་ གིས་ འདི་ སྐད་ ཅེས་ 67
།_ དེ་ དག་ གིས་ ཡང་ གསོལ་ བ་ 169
།_ དེ་ དག་ གིས་ སྨྲས་ པ །_ 478
།_ དེ་ དག་ ཅང་ མི་ སྨྲ་ བར་ 41
།_ དེ་ ན་ དེ་ བཞིན་ གཤེགས་ པ་ 924
།_ དེ་ མི་ དམིགས་ སོ །_། རྣམ་ 81
།_ དེ་ མི་ དམིགས་ པའི་ ཚུལ་ གྱིས་ 48
།_ དེ་ ཤིན་ ཏུ་ མྱི་ དམྱིགས་ པའི་ 94
།_ དེ་ དེ་ དང་ ལྷན་ ཅིག་ ཏུ་ 67
།_ དེ་ དེ་ དང་ ལྷན་ ཅིག་ རྩེ་ 64
།_ དེ་ དེ་ བཞིན་ གཤེགས་ པས་ ཡང་ 100
།_ དེ་ བཞིན་ དུ་ དེ་ བཞིན་ གཤེགས་ 229
།_ དེ་ བཞིན་ དུ་ བྱང་ ཆུབ་ སེམས་ 53
།_ དེ་ བཞིན་ དུ་ སྦྱར་ ཏེ །_ 274
